"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"55","John Lovett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","David Blough (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Jake Dolegala (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"58","Taysom Hill (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.0%"
"59","Phillip Walker (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Nick Mullens (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Josh Rosen (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"62","Patrick Mahomes (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"63","Cooper Rush (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","C.J. Beathard (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Davis Webb (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Joshua Dobbs (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Chad Kelly (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Danny Etling (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Kurt Benkert (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Alex McGough (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Bryce Perkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Logan Woodside (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Kyle Lauletta (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Mike White (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Steven Montez (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Nate Stanley (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Cole McDonald (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Josh Love (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Reid Sinnett (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Tommy Stevens (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Ben DiNucci (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Chris Streveler (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Kevin Davidson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Brian Lewerke (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","James Morgan (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Jake Luton (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","John David Booty (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"88","Colt McCoy (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"90","Philip Rivers (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48.0%"
"91","Tyrod Taylor (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"92","Andy Dalton (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"93","Cam Newton (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59.0%"
"94","Blaine Gabbert (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"96","Chad Henne (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Chase Daniel (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Brian Hoyer (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Brian Brohm (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"100","Brett Ratliff (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"101","Ben Roethlisberger (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82.0%"
"102","Matthew Stafford (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90.0%"
"103","Matt Moore (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Keith Null (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"105","Joe Flacco (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"106","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"107","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"108","Sean Mannion (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Brett Hundley (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Marcus Mariota (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"111","Nate Sudfeld (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Alex Smith (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"113","Paxton Lynch (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Alex Tanney (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Tyler Bray (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Kirk Cousins (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56.0%"
"117","David Fales (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Brett Smith (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"119","AJ McCarron (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Teddy Bridgewater (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37.0%"
"121","Ryan Griffin (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Geno Smith (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Matt Barkley (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Case Keenum (CLE)","0","0","0","0","0","0","0","0","1","-1","0","0","1","-0.1","-0.1","1.0%"
"125","Garrett Gilbert (CLE)","0","0","0","0","0","0","0","0","1","-1","0","0","1","-0.1","-0.1","0.0%"
"126","Mike Glennon (JAC)","4","7","57.1","20","2.9","0","0","0","2","0","0","1","1","-1.2","-1.2","0.0%"
""
""
