"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","OWN"
"30","Devonta Freeman (FA)","10","38","3.8","12","0","0","3","4","10","3.3","0","0","1","4.8","4.8","39.0%"
"31","Kalen Ballage (MIA)","20","43","2.2","7","0","0","4","4","2","0.5","0","0","1","4.5","4.5","1.0%"
"32","Nyheim Hines (IND)","3","14","4.7","7","0","0","4","7","30","7.5","0","0","1","4.4","4.4","23.0%"
"33","Jalen Richard (LV)","2","0","0.0","0","0","0","4","4","43","10.8","0","0","1","4.3","4.3","2.0%"
"34","Kenyan Drake (ARI)","10","35","3.5","17","0","0","6","7","6","1.0","0","0","1","4.1","4.1","99.0%"
"35","Jaylen Samuels (PIT)","14","29","2.1","8","0","0","3","7","11","3.7","0","0","1","4.0","4.0","4.0%"
"36","Raheem Mostert (SF)","6","28","4.7","8","0","0","1","1","7","7.0","0","0","1","3.5","3.5","96.0%"
"37","Saquon Barkley (NYG)","13","1","0.1","3","0","0","5","5","30","6.0","0","0","1","3.1","3.1","100.0%"
"38","Matt Breida (MIA)","10","18","1.8","7","0","0","2","2","7","3.5","0","0","1","2.5","2.5","87.0%"
"39","Dare Ogunbowale (TB)","0","0","0","0","0","0","3","3","24","8.0","0","0","1","2.4","2.4","1.0%"
"40","Jordan Wilkins (IND)","3","20","6.7","11","0","0","0","0","0","0","0","0","1","2.0","2.0","1.0%"
"41","DeAndre Washington (KC)","1","0","0.0","0","0","0","2","2","19","9.5","0","0","1","1.9","1.9","7.0%"
"42","Latavius Murray (NO)","5","12","2.4","6","0","0","2","2","7","3.5","0","0","1","1.9","1.9","70.0%"
"43","Ty Johnson (DET)","5","16","3.2","10","0","0","1","1","3","3.0","0","0","1","1.9","1.9","0.0%"
"44","Patrick Laird (MIA)","2","4","2.0","3","0","0","2","2","15","7.5","0","0","1","1.9","1.9","1.0%"
"45","Paul Perkins (FA)","7","9","1.3","3","0","0","1","1","9","9.0","0","0","1","1.8","1.8","0.0%"
"46","Gus Edwards (BAL)","4","17","4.3","8","0","0","0","0","0","0","0","0","1","1.7","1.7","5.0%"
"47","Frank Gore (NYJ)","5","12","2.4","4","0","0","1","1","4","4.0","0","0","1","1.6","1.6","2.0%"
"48","Bilal Powell (FA)","7","15","2.1","13","0","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"49","Darrel Williams (KC)","2","6","3.0","5","0","0","1","1","9","9.0","0","0","1","1.5","1.5","2.0%"
"50","Trey Edmunds (PIT)","4","1","0.3","3","0","0","2","3","14","7.0","0","0","1","1.5","1.5","0.0%"
"51","Kenjon Barner (FA)","1","12","12.0","12","0","0","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"52","Tony Brooks-James (FA)","6","11","1.8","8","0","0","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"53","Justice Hill (BAL)","3","11","3.7","8","0","0","0","0","0","0","0","0","1","1.1","1.1","5.0%"
"54","Malcolm Brown (LAR)","5","10","2.0","5","0","0","0","0","0","0","0","0","1","1.0","1.0","6.0%"
"55","Darwin Thompson (KC)","1","-1","-1.0","0","0","0","1","1","8","8.0","0","0","1","0.7","0.7","4.0%"
"56","T.J. Logan (TB)","1","6","6.0","6","0","0","0","1","0","0","0","0","1","0.6","0.6","0.0%"
"57","Zach Line (FA)","0","0","0","0","0","0","2","2","5","2.5","0","0","1","0.5","0.5","0.0%"
"58","Wayne Gallman (NYG)","1","2","2.0","2","0","0","1","2","3","3.0","0","0","1","0.5","0.5","1.0%"
"59","Patrick DiMarco (BUF)","1","2","2.0","2","0","0","1","1","2","2.0","0","0","1","0.4","0.4","0.0%"
"60","Darrell Henderson (LAR)","4","4","1.0","3","0","0","0","0","0","0","0","0","1","0.4","0.4","72.0%"
"61","Nick Bawden (DET)","0","0","0","0","0","0","1","1","3","3.0","0","0","1","0.3","0.3","0.0%"
"62","Derek Watt (PIT)","1","1","1.0","1","0","0","0","1","0","0","0","0","1","0.1","0.1","0.0%"
"63","Jonathan Williams (FA)","2","1","0.5","4","0","0","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"64","Damarea Crockett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Jakob Johnson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Karan Higdon (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Devine Ozigbo (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Christian Wade (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Kerrith Whyte Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Isaac Nauta (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Travis Homer (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"72","Qadree Ollison (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"73","Bryce Love (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"74","Miles Sanders (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.0%"
"75","Elijah Holyfield (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Damien Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.0%"
"77","Jacques Patrick (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Dexter Williams (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Wes Hills (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Benny Snell Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.0%"
"81","Chandler Cox (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"82","Ryquell Armstead (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0%"
"83","Dalyn Dawkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Jordan Scarlett (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"85","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"86","Rodney Anderson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"87","Jeremy Cox (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"88","Cullen Gillaspia (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Javon Leake (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Salvon Ahmed (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Connor Slomka (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Joshua Kelley (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"93","J.J. Taylor (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Darrynton Evans (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.0%"
"95","Michael Warren II (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Anthony McFarland Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.0%"
"97","Eno Benjamin (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"98","Darius Anderson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Ke'Shawn Vaughn (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66.0%"
"100","Scottie Phillips (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Artavis Pierce (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Patrick Taylor Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Tony Jones Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","DeeJay Dallas (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"105","Adrian Killins Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Xavier Jones (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Benny LeMay (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"108","Darius Bradwell (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","A.J. Dillon (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.0%"
"110","Levante Bellamy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Khari Blasingame (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","John Lovett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Bruce Anderson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Lamical Perine (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"115","Clyde Edwards-Helaire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.0%"
"116","Cam Akers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90.0%"
"117","Zack Moss (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54.0%"
"118","J.K. Dobbins (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.0%"
"119","Jonathan Taylor (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.0%"
"120","D'Andre Swift (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.0%"
"121","Derrick Gore (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","D'Ernest Johnson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"123","Alex Armah (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"124","William Stanback (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Elijhaa Penny (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Troymaine Pope (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"127","Leonard Fournette (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.0%"
"128","Samaje Perine (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Cethan Carter (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"130","Brandon Wilson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","42.0%"
"131","Elijah McGuire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","James Conner (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.0%"
"133","Corey Clement (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Reggie Bonnafon (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"135","Ryan Nall (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"136","Mike Boone (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"137","Jeff Wilson (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","De'Lance Turner (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"139","Johnny Stanton (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Dontrell Hilliard (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"141","Josh Adams (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Myles Gaskin (MIA)","0","0","0","0","0","0","1","1","0","0.0","0","0","1","0.0","0.0","1.0%"
"143","Ito Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"144","Kerryon Johnson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.0%"
"145","Bo Scarbrough (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"146","Royce Freeman (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0%"
"147","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"148","Justin Jackson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.0%"
"149","Phillip Lindsay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.0%"
"150","Buddy Howell (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Boston Scott (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.0%"
"152","Trenton Cannon (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Chase Edmonds (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35.0%"
"154","John Kelly (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Sony Michel (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.0%"
"156","Lynn Bowden Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0%"
"157","Josh Hokit (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Sandro Platzgummer (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Sewo Olonilua (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Jason Huntley (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Rico Dowdle (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Malcolm Perry (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","James Robinson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","JaMycal Hasty (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Antonio Gibson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.0%"
"167","Raymond Calais (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Gabe Nabers (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Bobby Holly (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Nathan Cottrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Ward Jonathan (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"172","Mikey Daniel (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Luke Sellers (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Cameron Scarlett (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Spencer Nigh (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Javarris James (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"178","Andre Anderson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"179","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"180","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"181","Taiwan Jones (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Lamar Miller (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"183","Brandon Bolden (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Rodney Stewart (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"185","Anthony Sherman (KC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"186","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"187","Chad Spann (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"188","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"189","Dion Lewis (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"190","Isaac Odim (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"191","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"192","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"193","Javarris Williams (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"194","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"195","Adrian Peterson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.0%"
"196","Adrian Peterson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"197","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"198","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"199","Matt Lawrence (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"200","Marcus Mason (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"201","Korey Hall (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"202","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"203","Marcus Mailei (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"204","LeSean McCoy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.0%"
"205","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"206","Ty Montgomery (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"207","Javorius Allen (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"208","Mike Davis (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","T.J. Yeldon (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Duke Johnson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.0%"
"211","Michael Burton (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Zach Zenner (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"213","Roosevelt Nix (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Senorise Perry (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"215","Ameer Abdullah (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"216","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"217","Dwayne Washington (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"218","Dan Vitale (NE)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"219","Andy Janovich (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","D.J. Foster (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Wendell Smallwood (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Rod Smith (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"223","Tyler Ervin (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Jordan Howard (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.0%"
"225","Kenneth Dixon (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Devontae Booker (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Rex Burkhead (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"228","Chris Thompson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0%"
"229","Kyle Juszczyk (SF)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"230","Keith Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"231","Jamize Olawale (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"232","Carlin Isles (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"233","Carlos Hyde (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.0%"
"234","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"235","Jerick McKinnon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0%"
"236","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"237","James White (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82.0%"
"238","CJ Ham (MIN)","1","-1","-1.0","0","0","0","0","0","0","0","0","0","1","-0.1","-0.1","0.0%"
"239","Tony Pollard (DAL)","1","-4","-4.0","0","0","0","0","0","0","0","0","0","1","-0.4","-0.4","51.0%"
"240","David Johnson (HOU)","5","2","0.4","5","0","0","1","1","8","8.0","0","1","1","-1.0","-1.0","94.0%"
"241","Giovani Bernard (CIN)","4","8","2.0","8","0","0","1","1","0","0.0","0","1","1","-1.2","-1.2","6.0%"
"242","Rashaad Penny (SEA)","2","2","1.0","2","0","0","0","0","0","0","0","1","1","-1.8","-1.8","12.0%"
""
""
