"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","OWN"
"22","Derrick Henry (TEN)","27","100","3.7","16","0","0","1","1","8","8.0","0","0","1","10.8","10.8","100.0%"
"23","Ezekiel Elliott (DAL)","18","35","1.9","6","0","1","6","7","30","5.0","0","1","1","10.5","10.5","100.0%"
"24","Devonta Freeman (FA)","12","28","2.3","8","0","0","8","9","72","9.0","0","0","1","10.0","10.0","39.0%"
"25","Troymaine Pope (FA)","10","20","2.0","8","0","0","2","2","14","7.0","1","0","1","9.4","9.4","0.0%"
"26","Ito Smith (ATL)","2","11","5.5","10","0","1","2","4","20","10.0","0","0","1","9.1","9.1","3.0%"
"27","Alvin Kamara (NO)","17","69","4.1","13","0","0","3","3","20","6.7","0","0","1","8.9","8.9","100.0%"
"28","Peyton Barber (WAS)","9","19","2.1","7","0","1","0","1","0","0","0","0","1","7.9","7.9","3.0%"
"29","Duke Johnson (HOU)","6","56","9.3","40","1","0","2","3","22","11.0","0","0","1","7.8","7.8","47.0%"
"30","Tarik Cohen (CHI)","5","11","2.2","6","0","0","2","5","7","3.5","1","0","1","7.8","7.8","76.0%"
"31","Kenyan Drake (ARI)","9","44","4.9","10","0","0","3","5","29","9.7","0","0","1","7.3","7.3","99.0%"
"32","Miles Sanders (PHI)","11","72","6.5","30","1","0","0","0","0","0","0","0","1","7.2","7.2","99.0%"
"33","Mark Ingram II (BAL)","12","71","5.9","18","0","0","1","1","0","0.0","0","1","1","7.1","7.1","97.0%"
"34","T.J. Yeldon (BUF)","0","0","0","0","0","0","4","4","68","17.0","0","0","1","6.8","6.8","0.0%"
"35","David Montgomery (CHI)","21","53","2.5","7","0","0","3","5","14","4.7","0","0","1","6.7","6.7","94.0%"
"36","C.J. Prosise (FA)","3","4","1.3","9","0","1","0","0","0","0","0","0","1","6.4","6.4","0.0%"
"37","Brandon Bolden (NE)","1","4","4.0","4","0","1","0","0","0","0","0","0","1","6.4","6.4","0.0%"
"38","Carlos Hyde (SEA)","12","58","4.8","25","1","0","4","5","6","1.5","0","0","1","6.4","6.4","18.0%"
"39","Sony Michel (NE)","17","63","3.7","15","0","0","0","0","0","0","0","0","1","6.3","6.3","87.0%"
"40","Joe Mixon (CIN)","15","62","4.1","15","0","0","4","5","1","0.3","0","0","1","6.3","6.3","100.0%"
"41","Chris Thompson (JAC)","4","4","1.0","3","0","0","4","5","56","14.0","0","0","1","6.0","6.0","4.0%"
"42","Phillip Lindsay (DEN)","9","53","5.9","28","1","0","1","1","7","7.0","0","0","1","6.0","6.0","88.0%"
"43","James White (NE)","1","1","1.0","1","0","0","8","10","57","7.1","0","0","1","5.8","5.8","82.0%"
"44","Royce Freeman (DEN)","6","16","2.7","5","0","0","4","6","34","8.5","0","0","1","5.0","5.0","9.0%"
"45","Nyheim Hines (IND)","3","6","2.0","4","0","0","6","6","39","6.5","0","0","1","4.5","4.5","23.0%"
"46","J.D. McKissic (WAS)","4","30","7.5","26","1","0","1","2","11","11.0","0","0","1","4.1","4.1","0.0%"
"47","Marlon Mack (IND)","11","39","3.5","18","0","0","0","0","0","0","0","0","1","3.9","3.9","87.0%"
"48","Chase Edmonds (ARI)","6","37","6.2","10","0","0","0","0","0","0","0","0","1","3.7","3.7","35.0%"
"49","Gus Edwards (BAL)","6","28","4.7","14","0","0","1","1","8","8.0","0","0","1","3.6","3.6","5.0%"
"50","Mark Walton (FA)","6","23","3.8","11","0","0","2","2","11","5.5","0","0","1","3.4","3.4","2.0%"
"51","Jordan Wilkins (IND)","4","17","4.3","6","0","0","1","1","11","11.0","0","0","1","2.8","2.8","1.0%"
"52","Adrian Peterson (WAS)","11","28","2.5","9","0","0","0","0","0","0","0","0","1","2.8","2.8","47.0%"
"53","DeAndre Washington (KC)","6","18","3.0","7","0","0","2","3","8","4.0","0","0","1","2.6","2.6","7.0%"
"54","Derek Watt (PIT)","0","0","0","0","0","0","1","1","21","21.0","0","0","1","2.1","2.1","0.0%"
"55","Latavius Murray (NO)","4","14","3.5","5","0","0","1","1","6","6.0","0","0","1","2.0","2.0","70.0%"
"56","Dion Lewis (NYG)","4","16","4.0","7","0","0","4","5","4","1.0","0","0","1","2.0","2.0","2.0%"
"57","Giovani Bernard (CIN)","1","3","3.0","3","0","0","4","6","16","4.0","0","0","1","1.9","1.9","6.0%"
"58","Jalen Richard (LV)","4","17","4.3","13","0","0","1","1","1","1.0","0","0","1","1.8","1.8","2.0%"
"59","Dan Vitale (NE)","1","3","3.0","3","0","0","2","3","15","7.5","0","0","1","1.8","1.8","0.0%"
"60","Justice Hill (BAL)","2","8","4.0","5","0","0","2","2","9","4.5","0","0","1","1.7","1.7","5.0%"
"61","Dare Ogunbowale (TB)","1","0","0.0","0","0","0","3","4","16","5.3","0","0","1","1.6","1.6","1.0%"
"62","Malcolm Brown (LAR)","5","14","2.8","6","0","0","0","1","0","0","0","0","1","1.4","1.4","6.0%"
"63","Wendell Smallwood (PIT)","0","0","0","0","0","0","1","1","14","14.0","0","0","1","1.4","1.4","0.0%"
"64","Ty Johnson (DET)","3","13","4.3","6","0","0","1","1","1","1.0","0","0","1","1.4","1.4","0.0%"
"65","Ameer Abdullah (MIN)","0","0","0","0","0","0","2","3","14","7.0","0","0","1","1.4","1.4","0.0%"
"66","Jonathan Hilliman (FA)","10","33","3.3","7","0","0","0","0","0","0","0","1","1","1.3","1.3","0.0%"
"67","Alexander Mattison (MIN)","2","5","2.5","3","0","0","1","1","8","8.0","0","0","1","1.3","1.3","65.0%"
"68","Elijhaa Penny (NYG)","3","12","4.0","5","0","0","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"69","CJ Ham (MIN)","0","0","0","0","0","0","3","4","10","3.3","0","0","1","1.0","1.0","0.0%"
"70","Kalen Ballage (MIA)","2","7","3.5","6","0","0","0","1","0","0","0","0","1","0.7","0.7","1.0%"
"71","Rex Burkhead (NE)","0","0","0","0","0","0","1","1","7","7.0","0","0","1","0.7","0.7","2.0%"
"72","Nick Bawden (DET)","0","0","0","0","0","0","1","2","4","4.0","0","0","1","0.4","0.4","0.0%"
"73","Darren Sproles (FA)","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"74","Zach Line (FA)","0","0","0","0","0","0","1","1","3","3.0","0","0","1","0.3","0.3","0.0%"
"75","Benny Snell Jr. (PIT)","2","1","0.5","1","0","0","0","1","0","0","0","0","1","0.1","0.1","5.0%"
"76","Alec Ingold (LV)","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"77","Jakob Johnson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"78","Darrell Henderson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","72.0%"
"79","Elijah Holyfield (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Devine Ozigbo (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Christian Wade (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Devin Singletary (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.0%"
"83","Bryce Love (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"84","Damien Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.0%"
"85","Karan Higdon (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Rodney Anderson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"87","Dexter Williams (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Travis Homer (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"89","Damarea Crockett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Jordan Scarlett (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"91","Darwin Thompson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.0%"
"92","Kerrith Whyte Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Qadree Ollison (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Isaac Nauta (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Wes Hills (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Jacques Patrick (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Patrick Laird (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"98","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Jeremy Cox (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"100","Chandler Cox (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"101","Darrynton Evans (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.0%"
"102","Connor Slomka (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Joshua Kelley (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"104","J.J. Taylor (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Javon Leake (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Michael Warren II (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Anthony McFarland Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.0%"
"108","Eno Benjamin (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"109","A.J. Dillon (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.0%"
"110","Ke'Shawn Vaughn (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66.0%"
"111","Salvon Ahmed (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Darius Anderson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Lamical Perine (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"114","DeeJay Dallas (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"115","Artavis Pierce (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Patrick Taylor Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Adrian Killins Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Xavier Jones (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Benny LeMay (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"120","Darius Bradwell (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Tony Jones Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Levante Bellamy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Clyde Edwards-Helaire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.0%"
"124","Cullen Gillaspia (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Khari Blasingame (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Dalyn Dawkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","John Lovett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Bruce Anderson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Tony Pollard (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","51.0%"
"130","D'Andre Swift (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.0%"
"131","Cam Akers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90.0%"
"132","Zack Moss (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54.0%"
"133","J.K. Dobbins (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.0%"
"134","Jonathan Taylor (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.0%"
"135","Derrick Gore (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","D'Ernest Johnson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"137","Alex Armah (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"138","William Stanback (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Matt Breida (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.0%"
"140","Brian Hill (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"141","Samaje Perine (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"142","Jamaal Williams (GB)","0","0","0","0","0","0","1","1","0","0.0","0","0","1","0.0","0.0","13.0%"
"143","Kareem Hunt (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.0%"
"144","Corey Clement (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"145","Cethan Carter (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"146","T.J. Logan (TB)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"147","Brandon Wilson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","42.0%"
"148","Elijah McGuire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Ryan Nall (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Mike Boone (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"151","Scottie Phillips (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Reggie Bonnafon (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"153","Johnny Stanton (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Jeff Wilson (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Justin Jackson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.0%"
"156","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"157","Trey Edmunds (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Saquon Barkley (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"159","Josh Adams (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Myles Gaskin (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"161","Bo Scarbrough (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"162","John Kelly (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Buddy Howell (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"164","Boston Scott (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.0%"
"165","Trenton Cannon (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Rashaad Penny (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.0%"
"167","Josh Hokit (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Sandro Platzgummer (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Rico Dowdle (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Sewo Olonilua (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Jason Huntley (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","James Robinson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","JaMycal Hasty (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Antonio Gibson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.0%"
"176","Lynn Bowden Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0%"
"177","Malcolm Perry (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Gabe Nabers (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Bobby Holly (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Nathan Cottrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Ward Jonathan (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"182","Mikey Daniel (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Luke Sellers (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Cameron Scarlett (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Spencer Nigh (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Raymond Calais (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Javarris James (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"189","Andre Anderson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"190","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"191","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"192","Taiwan Jones (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"193","Lamar Miller (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"194","Rodney Stewart (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"195","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"196","Chad Spann (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"197","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"198","Anthony Sherman (KC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"199","Isaac Odim (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"200","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"201","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"202","Javarris Williams (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"203","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"204","Adrian Peterson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"205","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"206","Matt Lawrence (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"207","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"208","Korey Hall (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"209","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"210","Marcus Mason (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"211","Marcus Mailei (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"212","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"213","Ty Montgomery (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Mike Davis (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Michael Burton (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Roosevelt Nix (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"218","Tevin Coleman (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","67.0%"
"219","Melvin Gordon (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.0%"
"220","Dwayne Washington (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"221","Andy Janovich (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"222","Rod Smith (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Raheem Mostert (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.0%"
"224","D.J. Foster (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"225","Tyler Ervin (GB)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"226","Kenneth Dixon (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Devontae Booker (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"228","Senorise Perry (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Le'Veon Bell (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.0%"
"230","Kyle Juszczyk (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Patrick DiMarco (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"232","Jamize Olawale (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"233","Keith Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"234","Carlin Isles (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"235","David Fluellen (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"236","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"237","Damien Williams (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50.0%"
"238","Jerick McKinnon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0%"
"239","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
""
""
