"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","OWN"
"20","Adrian Peterson (WAS)","15","36","2.4","17","0","1","2","2","19","9.5","0","0","1","11.5","11.5","47.0%"
"21","Raheem Mostert (SF)","11","53","4.8","16","0","1","0","1","0","0","0","0","1","11.3","11.3","96.0%"
"22","Justice Hill (BAL)","3","19","6.3","18","0","1","3","4","32","10.7","0","0","1","11.1","11.1","5.0%"
"23","Leonard Fournette (JAC)","15","71","4.7","23","1","0","3","6","34","11.3","0","0","1","10.5","10.5","96.0%"
"24","Sony Michel (NE)","21","96","4.6","25","1","0","1","2","5","5.0","0","0","1","10.1","10.1","87.0%"
"25","Royce Freeman (DEN)","9","28","3.1","9","0","1","2","2","9","4.5","0","0","1","9.7","9.7","9.0%"
"26","Carlos Hyde (SEA)","17","27","1.6","6","0","1","1","1","10","10.0","0","0","1","9.7","9.7","18.0%"
"27","Le'Veon Bell (NYJ)","25","72","2.9","11","0","0","4","4","21","5.3","0","0","1","9.3","9.3","96.0%"
"28","Dion Lewis (NYG)","15","68","4.5","17","0","0","1","2","19","19.0","0","0","1","8.7","8.7","2.0%"
"29","Ezekiel Elliott (DAL)","13","47","3.6","10","0","0","7","7","37","5.3","0","0","1","8.4","8.4","100.0%"
"30","Joe Mixon (CIN)","21","50","2.4","9","0","0","2","2","23","11.5","0","0","1","7.3","7.3","100.0%"
"31","Gus Edwards (BAL)","12","66","5.5","10","0","0","1","1","7","7.0","0","0","1","7.3","7.3","5.0%"
"32","Austin Ekeler (LAC)","4","11","2.8","5","0","0","5","6","58","11.6","0","0","1","6.9","6.9","99.0%"
"33","Brian Hill (ATL)","7","66","9.4","18","0","0","0","0","0","0","0","0","1","6.6","6.6","1.0%"
"34","Qadree Ollison (ATL)","1","3","3.0","3","0","1","0","0","0","0","0","0","1","6.3","6.3","0.0%"
"35","Chris Carson (SEA)","8","40","5.0","16","0","0","1","1","20","20.0","0","0","1","6.0","6.0","98.0%"
"36","David Montgomery (CHI)","13","57","4.4","16","0","0","1","1","2","2.0","0","0","1","5.9","5.9","94.0%"
"37","Ameer Abdullah (MIN)","4","27","6.8","14","0","0","6","7","31","5.2","0","0","1","5.8","5.8","0.0%"
"38","Jamaal Williams (GB)","6","33","5.5","8","0","0","2","2","19","9.5","0","0","1","5.2","5.2","13.0%"
"39","Chris Thompson (JAC)","8","34","4.3","11","0","0","4","4","18","4.5","0","0","1","5.2","5.2","4.0%"
"40","Devin Singletary (BUF)","15","46","3.1","12","0","0","1","1","2","2.0","0","0","1","4.8","4.8","95.0%"
"41","Nick Chubb (CLE)","15","45","3.0","12","0","0","0","1","0","0","0","0","1","4.5","4.5","100.0%"
"42","Kerryon Johnson (DET)","10","42","4.2","8","0","0","1","1","1","1.0","0","0","1","4.3","4.3","81.0%"
"43","Travis Homer (SEA)","5","16","3.2","17","0","0","6","8","26","4.3","0","0","1","4.2","4.2","0.0%"
"44","Kareem Hunt (CLE)","2","8","4.0","6","0","0","4","4","33","8.3","0","0","1","4.1","4.1","92.0%"
"45","Jaylen Samuels (PIT)","3","7","2.3","6","0","0","4","6","32","8.0","0","0","1","3.9","3.9","4.0%"
"46","Spencer Ware (FA)","5","14","2.8","5","0","0","2","3","22","11.0","0","0","1","3.6","3.6","0.0%"
"47","Bo Scarbrough (DET)","8","34","4.3","18","0","0","0","0","0","0","0","0","1","3.4","3.4","1.0%"
"48","Dare Ogunbowale (TB)","0","0","0","0","0","0","3","5","34","11.3","0","0","1","3.4","3.4","1.0%"
"49","Tarik Cohen (CHI)","2","8","4.0","6","0","0","3","4","25","8.3","0","0","1","3.3","3.3","76.0%"
"50","Mike Boone (MIN)","11","28","2.5","7","0","0","1","1","5","5.0","0","0","1","3.3","3.3","2.0%"
"51","Tevin Coleman (SF)","5","33","6.6","12","0","0","0","0","0","0","0","0","1","3.3","3.3","67.0%"
"52","James Conner (PIT)","6","32","5.3","15","0","0","0","0","0","0","0","0","1","3.2","3.2","97.0%"
"53","James White (NE)","3","5","1.7","4","0","0","4","5","24","6.0","0","0","1","2.9","2.9","82.0%"
"54","Jalen Richard (LV)","5","11","2.2","5","0","0","4","4","18","4.5","0","0","1","2.9","2.9","2.0%"
"55","Latavius Murray (NO)","7","14","2.0","5","0","0","2","3","11","5.5","0","0","1","2.5","2.5","70.0%"
"56","Dalyn Dawkins (TEN)","9","24","2.7","14","0","0","0","1","0","0","0","0","1","2.4","2.4","0.0%"
"57","Kyle Juszczyk (SF)","0","0","0","0","0","0","1","2","23","23.0","0","0","1","2.3","2.3","0.0%"
"58","Kerrith Whyte Jr. (PIT)","6","22","3.7","7","0","0","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"59","Ty Johnson (DET)","3","20","6.7","8","0","0","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"60","Boston Scott (PHI)","3","12","4.0","5","0","0","6","6","7","1.2","0","0","1","1.9","1.9","44.0%"
"61","Patrick Laird (MIA)","8","17","2.1","7","0","0","1","1","1","1.0","0","0","1","1.8","1.8","1.0%"
"62","Giovani Bernard (CIN)","2","3","1.5","3","0","0","2","3","12","6.0","0","0","1","1.5","1.5","6.0%"
"63","Benny Snell Jr. (PIT)","7","14","2.0","6","0","0","0","0","0","0","0","0","1","1.4","1.4","5.0%"
"64","C.J. Prosise (FA)","4","14","3.5","9","0","0","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"65","Darwin Thompson (KC)","5","14","2.8","8","0","0","0","0","0","0","0","0","1","1.4","1.4","4.0%"
"66","Keith Smith (ATL)","0","0","0","0","0","0","1","1","13","13.0","0","0","1","1.3","1.3","0.0%"
"67","Reggie Bonnafon (CAR)","2","12","6.0","7","0","0","0","0","0","0","0","0","1","1.2","1.2","1.0%"
"68","CJ Ham (MIN)","0","0","0","0","0","0","2","4","12","6.0","0","0","1","1.2","1.2","0.0%"
"69","Ty Montgomery (NO)","2","7","3.5","7","0","0","1","1","1","1.0","0","0","1","0.8","0.8","0.0%"
"70","Bilal Powell (FA)","1","3","3.0","3","0","0","1","2","5","5.0","0","0","1","0.8","0.8","0.0%"
"71","David Johnson (HOU)","2","3","1.5","2","0","0","1","1","4","4.0","0","0","1","0.7","0.7","94.0%"
"72","Darrell Henderson (LAR)","2","7","3.5","7","0","0","0","0","0","0","0","0","1","0.7","0.7","72.0%"
"73","De'Lance Turner (FA)","4","6","1.5","5","0","0","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"74","Tyler Ervin (GB)","0","0","0","0","0","0","1","1","6","6.0","0","0","1","0.6","0.6","0.0%"
"75","Dontrell Hilliard (CLE)","0","0","0","0","0","0","1","1","4","4.0","0","0","1","0.4","0.4","0.0%"
"76","Devontae Booker (LV)","0","0","0","0","0","0","1","2","2","2.0","0","0","1","0.2","0.2","0.0%"
"77","Ryquell Armstead (JAC)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","6.0%"
"78","Damien Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.0%"
"79","Christian Wade (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Devine Ozigbo (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"81","Bryce Love (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"82","Josh Jacobs (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"83","Elijah Holyfield (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Jordan Scarlett (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Wes Hills (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"87","Rodney Anderson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"88","Isaac Nauta (DET)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"89","Alec Ingold (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"90","Damarea Crockett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Dexter Williams (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Jacques Patrick (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Alexander Mattison (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65.0%"
"94","Karan Higdon (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Jakob Johnson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Michael Warren II (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Joshua Kelley (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"98","J.J. Taylor (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Javon Leake (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Darrynton Evans (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.0%"
"101","Salvon Ahmed (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Anthony McFarland Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.0%"
"103","Eno Benjamin (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"104","A.J. Dillon (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.0%"
"105","Ke'Shawn Vaughn (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66.0%"
"106","Levante Bellamy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Connor Slomka (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Clyde Edwards-Helaire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.0%"
"109","DeeJay Dallas (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"110","Artavis Pierce (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Patrick Taylor Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Darius Anderson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Adrian Killins Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Xavier Jones (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Benny LeMay (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"116","Darius Bradwell (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Tony Jones Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Lamical Perine (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"119","John Lovett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Jeremy Cox (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"121","Khari Blasingame (TEN)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"122","Bruce Anderson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Cullen Gillaspia (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"124","Chandler Cox (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Cam Akers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90.0%"
"126","Zack Moss (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54.0%"
"127","J.K. Dobbins (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.0%"
"128","Jonathan Taylor (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.0%"
"129","D'Andre Swift (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.0%"
"130","Derrick Gore (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","D'Ernest Johnson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"132","Alex Armah (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"133","William Stanback (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Matt Breida (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","87.0%"
"135","Samaje Perine (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Elijhaa Penny (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"137","Troymaine Pope (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"138","Dalvin Cook (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"139","Wayne Gallman (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"140","Cethan Carter (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"141","Corey Clement (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","T.J. Logan (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Brandon Wilson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.0%"
"144","Elijah McGuire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Ryan Nall (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"146","Scottie Phillips (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Johnny Stanton (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Jeff Wilson (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Ito Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"150","Kalen Ballage (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"151","Josh Adams (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","John Kelly (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Trey Edmunds (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"154","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"155","Justin Jackson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.0%"
"156","Buddy Howell (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"157","Nick Bawden (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Trenton Cannon (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Rashaad Penny (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.0%"
"160","Darrel Williams (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"161","Chase Edmonds (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","35.0%"
"162","Josh Hokit (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Sandro Platzgummer (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Rico Dowdle (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Sewo Olonilua (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Jason Huntley (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","James Robinson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","JaMycal Hasty (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Antonio Gibson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.0%"
"171","Raymond Calais (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Lynn Bowden Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0%"
"173","Malcolm Perry (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Gabe Nabers (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Bobby Holly (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Nathan Cottrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Ward Jonathan (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"178","Mikey Daniel (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Luke Sellers (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Cameron Scarlett (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Spencer Nigh (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","J.D. McKissic (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"184","Javarris James (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"185","Andre Anderson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"186","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"187","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"188","Taiwan Jones (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"189","Lamar Miller (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"190","Brandon Bolden (NE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"191","Rodney Stewart (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"192","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"193","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"194","Anthony Sherman (KC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"195","Chad Spann (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"196","Nick Bellore (SEA)","0","0","0","0","0","0","1","1","3","3.0","1","0","1","0.0","0.0","0.0%"
"197","Isaac Odim (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"198","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"199","Frank Gore (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"200","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"201","Javarris Williams (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"202","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"203","Adrian Peterson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"204","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"205","Matt Lawrence (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"206","Marcus Mason (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"207","Marcus Mailei (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"208","Korey Hall (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"209","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"210","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"211","LeSean McCoy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.0%"
"212","Javorius Allen (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"213","Michael Burton (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"214","Mike Davis (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Roosevelt Nix (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"217","T.J. Yeldon (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Dan Vitale (NE)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"219","Dwayne Washington (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"220","Derek Watt (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"221","Rod Smith (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"222","Andy Janovich (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Jordan Howard (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.0%"
"224","D.J. Foster (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Wendell Smallwood (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"226","Kenneth Dixon (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Derrick Henry (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"228","Senorise Perry (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"229","Kenjon Barner (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"230","Zach Line (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"231","Jamize Olawale (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"232","Patrick DiMarco (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"233","Carlin Isles (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"234","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"235","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"236","Jerick McKinnon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0%"
"237","Malcolm Brown (LAR)","1","-1","-1.0","0","0","0","0","1","0","0","0","0","1","-0.1","-0.1","6.0%"
"238","Duke Johnson (HOU)","2","4","2.0","6","0","0","1","4","12","12.0","0","1","1","-0.4","-0.4","47.0%"
"239","Peyton Barber (WAS)","5","13","2.6","7","0","0","0","0","0","0","0","1","1","-0.7","-0.7","3.0%"
"240","Tony Pollard (DAL)","2","0","0.0","1","0","0","0","0","0","0","0","1","1","-2.0","-2.0","51.0%"
""
""
